"campusId","campus","slug","requirement","evidenceField","evidenceValue","status","ownerGate","nextAction"
"4288","Lawrenceville Campus","lawrenceville-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4288","Lawrenceville Campus","lawrenceville-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4288","Lawrenceville Campus","lawrenceville-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4288","Lawrenceville Campus","lawrenceville-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4288","Lawrenceville Campus","lawrenceville-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4288","Lawrenceville Campus","lawrenceville-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4288","Lawrenceville Campus","lawrenceville-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4288","Lawrenceville Campus","lawrenceville-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4288","Lawrenceville Campus","lawrenceville-campus","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4288","Lawrenceville Campus","lawrenceville-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4288","Lawrenceville Campus","lawrenceville-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4288","Lawrenceville Campus","lawrenceville-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Campus name","post_title","Lilburn Campus","Present","No","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Current director biography","director","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4407","Lilburn Campus","lilburn-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4407","Lilburn Campus","lilburn-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4407","Lilburn Campus","lilburn-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4407","Lilburn Campus","lilburn-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4407","Lilburn Campus","lilburn-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4407","Lilburn Campus","lilburn-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Campus name","post_title","Marietta Campus ( East )","Present","No","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4408","Marietta Campus ( East )","east-cobb-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4408","Marietta Campus ( East )","east-cobb-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4408","Marietta Campus ( East )","east-cobb-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4408","Marietta Campus ( East )","east-cobb-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4408","Marietta Campus ( East )","east-cobb-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Campus name","post_title","Mcdonough Campus","Present","No","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Current school pickups","school_pickups","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4336","Mcdonough Campus","mcdonough","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4336","Mcdonough Campus","mcdonough","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4336","Mcdonough Campus","mcdonough","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4336","Mcdonough Campus","mcdonough","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4336","Mcdonough Campus","mcdonough","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4336","Mcdonough Campus","mcdonough","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Campus name","post_title","Midway Campus, Alpharetta GA","Present","No","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4417","Midway Campus, Alpharetta GA","midway-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4417","Midway Campus, Alpharetta GA","midway-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4417","Midway Campus, Alpharetta GA","midway-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4417","Midway Campus, Alpharetta GA","midway-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4417","Midway Campus, Alpharetta GA","midway-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Campus name","post_title","North Hall Campus, Murrayville","Present","No","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Current school pickups","school_pickups","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","GA Pre-K availability","ga_pre_k","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","CAPS participation","caps","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4419","North Hall Campus, Murrayville","north-hall-campus-murraysville","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Campus name","post_title","Parklake Campus, Atlanta GA","Present","No","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Current director biography","director","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Current school pickups","school_pickups","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"8641","Parklake Campus, Atlanta GA","parklake-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Licensing information","licensing","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"8641","Parklake Campus, Atlanta GA","parklake-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Campus name","post_title","Rivergreen Campus, Canton GA","Present","No","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4415","Rivergreen Campus, Canton GA","rivergreen-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Campus name","post_title","Roswell Campus","Present","No","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
